company_id,company_name,linkedin_url,website,company_type,country,hq_city,hq_region,headcount_bucket,headcount_min,headcount_max,founded_year,revenue_bucket,last_funding_type,last_funding_amount,founders,industries_or_category,domain,source,source_url,hq_regions,hq_full_address,revenue_min,revenue_max,primary_industry,description,facebook_url,twitter_url,instagram_url,last_funding_date,num_founders,cb_rank,growth_score_tier,operating_status,min_project_size,hourly_rate,rating,review_count,priority_score,notes
c0011,Palona AI,https://www.linkedin.com/company/palona-ai,https://palona.ai,B2B SaaS,US,Palo Alto,California,11-50,11,50,2024.0,,Series A,"$20,000,000","Maria Zhang , Steve Liu , Tim Howes","Agentic AI , Artificial Intelligence (AI) , Enterprise Software , Restaurants , Software",palona.ai,crunchbase,https://www.crunchbase.com/organization/palona-ai,"San Francisco Bay Area , Silicon Valley , West Coast",,,,,"Palona AI develops artificial intelligence software for restaurants that helps capture customer demand, process orders, and identify operational issues. Its Ordering Agent handles phone orders, answers questions about menus and reservations, and sends completed orders to supported point-of-sale systems. Its Catering Agent manages catering inquiries by gathering details such as party size, budget, dietary requirements, and event type, while notifying restaurant staff about new opportunities. Palona AI also provides Revenue Intelligence, which analyzes customer interactions to identify demand patterns, conversion issues, and potential revenue opportunities. Its Operations Intelligence connects with restaurant camera systems to monitor areas such as guest experience, food safety, staff compliance, and cleanliness, generating alerts when operational issues are detected.",,,,"Aug 17, 2026",3.0,735,Low,Active,,,,,3,
c0012,Revv,https://www.linkedin.com/company/revvhq,https://www.revvhq.com/,B2B SaaS,US,Brooklyn,New York,51-100,51,100,2022.0,,Series A,"$20,000,000","Adi Bathla , Rashmi Sinha","Artificial Intelligence (AI) , Automotive , B2B , Machine Learning , SaaS",revvhq.com,crunchbase,https://www.crunchbase.com/organization/revv-6031,"Greater New York Area , East Coast , Northeastern US",,,,SaaS,"At Revv, we leverage AI and machine learning to empower automotive repair shops with revolutionary SaaS solutions that enhance safety, profitability, accuracy, and efficiency. Our award-winning flagship products, Revv ADAS Plus and Revv ADAS Mechanical, deliver seamless ADAS calibration identification, intelligent diagnostics, and end-to-end workflow integration, enabling shops to thrive in the rapidly evolving vehicle landscape. Partner with us to stay ahead in the industry’s shift toward advanced vehicle technology.",,,,"Nov 19, 2024",2.0,736,High,Active,,,,,3,
c0013,Character.ai,https://www.linkedin.com/company/character-ai,https://character.ai,B2B SaaS,US,Menlo Park,California,51-100,51,100,2021.0,,Series A,"$150,000,000","Daniel De Freitas , Noam Shazeer","Apps , Artificial Intelligence (AI) , Chatbot , Generative AI , Information Technology , Mobile Apps , Software",character.ai,crunchbase,https://www.crunchbase.com/organization/character-ai,"San Francisco Bay Area , Silicon Valley , West Coast",,,,Artificial Intelligence (AI),"Character.ai provides open-ended conversational applications in which users create characters and converse with them. The company aims to create dialogue agents with a broad range of uses in entertainment, instruction, general question-answering, and other areas. The business specializes in neural language models, which can be used as tools for creativity, idea generation, language learning, and a variety of other tasks. Users can access dialogue agents that are propelled by in-house technology.",https://www.facebook.com/CharacterAI,,,"Mar 23, 2023",2.0,755,Low,Active,,,,,3,
c0014,Metriport,https://www.linkedin.com/company/metriport,https://www.metriport.com,B2B SaaS,US,San Francisco,California,11-50,11,50,2022.0,,Series A,"$26,000,000","Colin Elsinga , Dima Goncharov","Developer Tools , Health Care , Open Source , Software",metriport.com,crunchbase,https://www.crunchbase.com/organization/metriport,"San Francisco Bay Area , West Coast , Western US",,,,,"Metriport is a healthcare data infrastructure company that provides tools for accessing, integrating, and analyzing patient records. Its platform connects healthcare data sources such as EHRs, health information exchanges, pharmacies, and laboratories, then normalizes the data into a unified FHIR-based format. Services include medical record retrieval, real-time event notifications, APIs, data warehousing, AI-powered record summaries, care gap identification, condition analysis, referrals, and clinical data exchange.",,,,"Aug 27, 2026",2.0,775,High,Active,,,,,3,
c0015,Blee,https://www.linkedin.com/company/weareblee,https://www.blee.com/,B2B SaaS,US,Brooklyn,New York,11-50,11,50,2022.0,,Series A,"$20,000,000",Guy Shahar,"Analytics , Artificial Intelligence (AI) , B2B , Compliance , Marketing Automation , SaaS",blee.com,crunchbase,https://www.crunchbase.com/organization/blee,"Greater New York Area , East Coast , Northeastern US",,,,,Blee is an artficial intelligence company that offers a platform to review marketing materials and access compliance reports.,,,,"Sep 8, 2026",1.0,780,High,Active,,,,,3,
c0016,Quantum Secure Encryption Corp.,https://www.linkedin.com/company/scope-technologies-corp,https://qse.group,B2B SaaS,CA,Vancouver,British Columbia,11-50,11,50,2022.0,,Post-IPO Equity,"CA$5,325,055",Sean Prescott,"Cloud Computing , Cyber Security , Data Storage , Developer APIs , Enterprise , Government , Quantum Computing , Security , Software , Web Development",qse.group,crunchbase,https://www.crunchbase.com/organization/scope-carbon-corp,,,,,,"QSE Group’s vision is to shape the future of digital security technology by developing new quantum resilience encryption solutions that empower enterprises, government sectors, and personal accounts, protect sensitive data, and foster worldwide confidence in the community.",,,,"Aug 3, 2026",1.0,784,High,Active,,,,,3,
c0017,Breedr,https://www.linkedin.com/company/breedr,https://www.breedr.co,B2B SaaS,US,Austin,Texas,11-50,11,50,2018.0,,Series B,"$27,000,000",Ian Wheal,"Agriculture , SaaS , Supply Chain Management",breedr.co,crunchbase,https://www.crunchbase.com/organization/breedr,Southern US,,,,,"Breedr is a cattle management platform that tracks individual animals from conception through processing. Its software provides tools for cattle management, breeding, feeding, performance tracking, and supply chain collaboration. Breedr serves seedstock producers, cow-calf operations, calf nurseries, feedyards, packers, and retailers.",,,,"Aug 26, 2026",1.0,891,High,Active,,,,,3,
c0018,Lightfield,https://www.linkedin.com/company/lightfld,https://lightfield.app,B2B SaaS,US,San Francisco,California,11-50,11,50,2020.0,,Series A,"$47,000,000","Henri Liriani , Keith Peiris","Artificial Intelligence (AI) , CRM , Generative AI , Information Technology , Sales Enablement , Software",lightfield.app,crunchbase,https://www.crunchbase.com/organization/lightfield-cd67,"San Francisco Bay Area , West Coast , Western US",,,,Artificial Intelligence (AI),Lightfield offers a CRM that helps teams manage customer conversations and uses AI to suggest actions and reminders.,,,,"Sep 9, 2026",2.0,911,High,Active,,,,,3,
c0019,Credo AI,https://www.linkedin.com/company/credo-ai,https://www.credo.ai,B2B SaaS,US,Los Altos,California,51-100,51,100,2020.0,,Series B,"$21,000,000","Eli Chen , Navrina Singh","Artificial Intelligence (AI) , Generative AI , Machine Learning , SaaS",credo.ai,crunchbase,https://www.crunchbase.com/organization/credo-ai,"San Francisco Bay Area , Silicon Valley , West Coast",,,,Machine Learning,"Credo AI is the category-defining leader in AI governance, helping the world’s most iconic enterprises scale AI responsibly. Our AI Governance Platform and proven Advisory Services empower organizations to confidently adopt and scale trusted AI — from Generative to Agentic. Our centralized platform measures, monitors, and manages AI risk, enabling customers to maximize AI’s value while mitigating security, privacy, compliance, and operational challenges. With Credo AI, teams gain a single command center for AI oversight across use cases, models, datasets, agents, and vendors. By ensuring alignment with global AI regulations, industry standards, and company values, we help future-proof AI investments and drive long-term value. Credo AI supports public and private sector customers across high-stakes use cases, helping federal teams ensure oversight and compliance aligned with AI in Action, the NIST AI RMF, EO 13960, and ISO 42001. Recognized by Forrester as the Leader in AI Governance, Fast Company, CB Insights, Inc., and the World Economic Forum, Credo AI powers trust in AI at enterprise scale. Learn more at www.credo.ai.",,,,"Jul 30, 2024",2.0,915,Low,Active,,,,,3,
c0020,Cluely,https://www.linkedin.com/company/cluely,https://cluely.com,B2B SaaS,US,New York,New York,11-50,11,50,2025.0,,Series A,"$15,000,000","Alex Chen , Chungin Lee , Neel Shanmugam","Artificial Intelligence (AI) , Computer , Meeting Software , Software",cluely.com,crunchbase,https://www.crunchbase.com/organization/cluely,"Greater New York Area , East Coast , Northeastern US",,,,Artificial Intelligence (AI),"Cluely is an AI tool that offers live, context-aware responses during meetings and sales calls. It can recall information from transcripts and provide product details to sales representatives. The software also assists with individual work by reading screens and responding to prompts. The company offers a platform for coding questions that some in software engineering circles, all programming languages, development environments, and applications for screen sharing and collaborations; provides continuous customer support; and offers various plans as per users' needs, enabling users to get an undetectable AI assistant for their operations.",https://www.facebook.com/Cluely-61577941092442,,,"Jun 20, 2025",3.0,944,Low,Active,,,,,3,
c0021,Delightree,https://www.linkedin.com/company/delightree,https://www.delightree.com/,B2B SaaS,US,San Francisco,California,51-100,51,100,2020.0,,Venture - Series Unknown,"$25,000,000","Madhulika Mukherjee , Tushar Mishra","Artificial Intelligence (AI) , Franchise , Information Services , Information Technology , Software",delightree.com,crunchbase,https://www.crunchbase.com/organization/delightree,"San Francisco Bay Area , West Coast , Western US",,,,,"Delightree is a unified operations platform built for multi-unit brands that need visibility, consistency, and control as they scale. Most franchisors rely on disconnected tools for training, audits, and daily execution, which hides performance issues and slows growth. Delightree replaces that patchwork with a single, mobile-first system that centralizes operations, accelerates store openings through a purpose-built Location Launcher, and brings clarity across every site. Powered by AI, Delightree surfaces trends, risks, and opportunities hidden in everyday activity so brands can act early, operate smarter, and scale with confidence.",,,,"Aug 4, 2026",2.0,996,High,Active,,,,,3,
c0022,Convex,https://www.linkedin.com/company/convex-dev,https://convex.dev,B2B SaaS,US,San Francisco,California,11-50,11,50,2021.0,,Series B,"$57,000,000","James Cowling , Jamie Turner , Sujay Jayakar","Cloud Infrastructure , Database , Developer Platform , Developer Tools , SaaS",convex.dev,crunchbase,https://www.crunchbase.com/organization/zerowatt,"San Francisco Bay Area , West Coast , Western US",,,,,"Convex provides a backend development platform that combines a reactive database, serverless functions, real-time data synchronization, file storage, and authentication. The platform enables developers to build and deploy web applications without managing backend infrastructure and supports application development using TypeScript and JavaScript.",,,,"Aug 4, 2026",3.0,"1,001",High,Active,,,,,3,
c0023,Agentio,https://www.linkedin.com/company/agentio-hq,https://www.agentio.com,B2B SaaS,US,New York,New York,51-100,51,100,2023.0,,Series B,"$40,000,000","Arthur Leopold , Jonathan Meyers","Advertising Platforms , Artificial Intelligence (AI) , Content Creators , Content Marketing , Software",agentio.com,crunchbase,https://www.crunchbase.com/organization/agentio,"Greater New York Area , East Coast , Northeastern US",,,,,"Agentio is a platform for creator-led advertising that helps brands book ad slots in creator content. It uses AI to match brands with creators, automate campaign setup (from brief to contracting), and manage real-time performance optimization. Agentio also provides tools for brand-safe content review, measurement, and attribution, allowing marketers to run creator campaigns with media-grade rigor. The platform streamlines workflows so that what traditionally takes weeks now happens in minutes.",,,,"Nov 18, 2025",2.0,"1,004",High,Active,,,,,3,
c0024,Warp,https://www.linkedin.com/company/warpdotdev,https://www.warp.dev,B2B SaaS,US,New York,New York,51-100,51,100,2020.0,,Series B,"$50,000,000",Zach Lloyd,"Artificial Intelligence (AI) , Developer Tools , Information Services , Information Technology , Software",warp.dev,crunchbase,https://www.crunchbase.com/organization/warp-664e,"Greater New York Area , East Coast , Northeastern US",,,,,"Warp is a developer of a Rust-based coding terminal designed to make teams productive at coding and application development. The company's software divides the terminal output of a command-line interface into a sequence of commands rather than a single buffer. It replaces the character buffer with a full-fledged text editor which enables software developers to navigate, copy, save and share units of work and transform the terminal from an inherently single-user utility into a modern collaborative application where sessions, blocks, and environments are all persistent, searchable and shared by link.",,,,"Jun 21, 2023",1.0,"1,056",Low,Active,,,,,3,
c0025,Lindy,https://www.linkedin.com/company/lindyai,https://www.lindy.ai,B2B SaaS,US,San Francisco,California,11-50,11,50,2023.0,,Series B,"$35,000,000",Florent Crivello,"Agentic AI , Artificial Intelligence (AI) , Internet , SaaS , Software , Virtual Assistant , Web Apps",lindy.ai,crunchbase,https://www.crunchbase.com/organization/lindy,"San Francisco Bay Area , West Coast , Western US",,,,Artificial Intelligence (AI),"Lindy is the AI assistant that runs your work life — always available via text and seamlessly integrated with your work stack, giving busy professionals peace of mind and 2+ hours back every day by handling their inbox, meetings, and calendar proactively.",,,,"Jan 5, 2023",1.0,"1,172",Low,Active,,,,,3,
c0026,Kumo.AI,https://www.linkedin.com/company/kumo-ai,https://kumo.ai,B2B SaaS,US,Mountain View,California,51-100,51,100,2021.0,,Series B,"$18,000,000","Dong Wang , Hema Raghavan , Jure Leskovec , Vanja Josifovski","Analytics , Artificial Intelligence (AI) , Big Data , Business Intelligence , Machine Learning , SaaS",kumo.ai,crunchbase,https://www.crunchbase.com/organization/kumo-ai,"San Francisco Bay Area , Silicon Valley , West Coast",,,,,"Kumo.AI is a SaaS AI platform that allows anyone in an organization to tackle predictive problems in business. It enables all non-technical and technical users, regardless of ML experience, to traverse all the major steps of a best practice ML lifecycle. The platform's users can immediately tackle a wide variety of predictive problems all in a single sitting, in application areas such as new customer acquisition, customer loyalty and retention, personalization and next best action, entity resolution and knowledge graph curation, abuse detection, financial crime detection, generation of ML features for data science teams, and more. Kumo.AI was founded in 2021 and is based in Mountain View, California.",,,,"Sep 27, 2022",4.0,"1,177",Medium,Active,,,,,3,
c0027,Eluvio,https://www.linkedin.com/company/eluv-io,https://live.eluv.io,B2B SaaS,US,Berkeley,California,11-50,11,50,2018.0,,Series A,"$20,000,000","Michelle Munson , Serban Simu","Blockchain , Software , Video",eluv.io,crunchbase,https://www.crunchbase.com/organization/eluvio,"San Francisco Bay Area , West Coast , Western US",,,,,"Eluvio is transforming the management, distribution, and economics of premium digital content. The Eluvio Content Fabric is a utility blockchain network for owner-controlled storage, distribution, and monetization of digital content at scale. It provides live and file-based content publishing, transcoding, packaging, sequencing, and dynamic and static distribution, and minting of derivative NFTs for all ranges of content experiences",,,,"Aug 25, 2021",2.0,"1,229",High,Active,,,,,3,
c0028,Fazeshift,https://www.linkedin.com/company/fazeshift,https://www.fazeshift.com,B2B SaaS,US,San Francisco,California,11-50,11,50,2023.0,,Venture - Series Unknown,,"Caitlin Leksana , Timmy Galvin","Accounting , Artificial Intelligence (AI) , Business Process Automation (BPA) , Financial Services , FinTech , Software",fazeshift.com,crunchbase,https://www.crunchbase.com/organization/fazeshift,"San Francisco Bay Area , West Coast , Western US",,,,,"Fazeshift provides an AI-driven solution that automates invoicing, cash application, and collections for enterprises. The platform enhances cash flow management by streamlining accounts receivable processes and reducing errors. Fazeshift adapts to unique business challenges, offering customizable workflows to improve operational efficiency.",,,,"Aug 11, 2026",2.0,"1,242",Low,Active,,,,,3,
c0029,Opus,https://www.linkedin.com/company/opus-so,https://www.opus.so,B2B SaaS,US,New York,New York,11-50,11,50,2018.0,,Series B,"$9,000,000","Jeffrey Silver , Kai Yen , Rachael Nemeth","E-Learning , Hospitality , SaaS , Software , Training",opus.so,crunchbase,https://www.crunchbase.com/organization/esl-works,"Greater New York Area , East Coast , Northeastern US",,,,,"Opus is a hospitality training platform purpose-built for the frontline that provides digital tools to help service staff learn skills, complete training modules, and access performance resources. The platform offers structured learning pathways, micro-lessons, and interactive content tailored to operational roles such as servers, housekeepers, bartenders, and guest services teams. It supports onboarding, upskilling, and continuous education by enabling employees to engage with training materials on mobile devices and track progress through competency checklists. Opus also includes features for managers to assign courses, monitor completion rates, and align training activities with service standards and operational needs. The platform integrates assessment and feedback mechanisms that help learners reinforce knowledge and demonstrate proficiency in core hospitality tasks. Through its digital training infrastructure, Opus supports workforce development and skill alignment within hospitality environments.",https://www.facebook.com/opus.so,,,"Feb 24, 2026",3.0,"1,333",Low,Active,,,,,3,
c0030,Trust & Will,http://linkedin.com/company/trustandwill,https://www.trustandwill.com,B2B SaaS,US,San Diego,California,51-100,51,100,2017.0,,Series C,"$4,500,000","Brian Lamb , Brian Lamb , Cody Barbo , Daniel Goldstein","Information Services , Legal , Legal Tech , Software , Wealth Management",trustandwill.com,crunchbase,https://www.crunchbase.com/organization/trustandwill,"Greater San Diego Area , West Coast , Western US",,,,,"Trust & Will is an online service that provides legal forms and information for estate planning, including wills and trusts. It aims to simplify the estate planning process for families. The company offers a digital estate planning platform that assists financial advisors, lawyers, real estate experts, member organizations, nonprofits, and businesses in helping families safeguard their legacies with attorney-approved, legally binding documents customized to meet specific state laws. This online platform streamlines the estate planning and settlement processes, empowering individuals to create wills and trusts, while also collaborating with financial advisors, attorneys, and institutions to enhance the accessibility and affordability of legacy planning.",https://www.facebook.com/trustandwill,,,"Apr 22, 2025",4.0,"1,344",Low,Active,,,,,3,
c0031,Mutiny,https://www.linkedin.com/company/mutinyhq,https://www.mutinyhq.com,B2B SaaS,US,San Francisco,California,51-100,51,100,2018.0,,Series B,"$50,000,000","Jaleh Rezaei , Nikhil Mathew","Advertising , Artificial Intelligence (AI) , B2B , Machine Learning , Marketing , Personalization , SaaS",mutinyhq.com,crunchbase,https://www.crunchbase.com/organization/mutinyhq,"San Francisco Bay Area , West Coast , Western US",,,,,"Most Marketing teams can’t play a meaningful role in breaking through to target accounts because the 1:1 marketing strategies that work don’t scale, and what scales doesn’t work. Mutiny helps B2B companies generate pipeline and revenue from their target accounts through AI-powered personalized experiences, 1:1 microsites, and account intelligence. We are backed by Sequoia Capital, Tiger Global, Insight Partners, and Y Combinator.",https://www.facebook.com/mutinylovesyou,,,"Apr 20, 2022",2.0,"1,380",Low,Active,,,,,3,
c0032,Archera,https://www.linkedin.com/company/archera-ai,https://archera.ai/,B2B SaaS,US,Bellevue,Washington,51-100,51,100,2019.0,,Venture - Series Unknown,"$14,500,007","Aran Khanna , Daniel Christianto , James Milin , Nikhil Khanna","Cloud Management , Information Services , Information Technology , Internet , Software , Software Engineering",archera.ai,crunchbase,https://www.crunchbase.com/organization/reserved-ai,"Greater Seattle Area , West Coast , Western US",,,,,"Archera is an information technology company that specializes in the fields of cloud cost optimization, reserved instances, dev ops, and finance. Its software automates purchasing, renewing and exchanging EC2 RIs and CRIs.",https://www.facebook.com/archeraai,,,"Jul 17, 2026",4.0,"1,388",Low,Active,,,,,3,
c0033,Rafay Systems,https://www.linkedin.com/company/27104779,https://rafay.co,B2B SaaS,US,Sunnyvale,California,11-50,11,50,2017.0,,Series B,"$25,000,000","Hanumantha Kavuluru , Haseeb Budhani","Apps , Cloud Infrastructure , Developer Platform , DevOps , Generative AI , Information Technology , Internet , PaaS , SaaS , Software",rafay.co,crunchbase,https://www.crunchbase.com/organization/rafay-systems-inc,"San Francisco Bay Area , Silicon Valley , West Coast",,,,,"Rafay builds infrastructure orchestration and workflow automation software that powers self-service compute consumption for Sovereign AI Clouds, Cloud Service Providers & large Enterprises. Customers leverage the Rafay Platform to orchestrate multi-tenant consumption of cloud-native and AI infrastructure along with AI platforms and applications such as AI-Models-as-a-Service, Accenture's AI Refinery, and other 3rd-party applications. Platform engineering teams utilize the Rafay Platform to streamline the ongoing operations of Kubernetes and virtual-machine based environments. They can also deliver self-service consumption of cloud-native and AI use cases to developers and data scientists. Rafay’s growing customer roster includes clients such as Verizon, MoneyGram, and Guardant Health.",https://www.facebook.com/rafaysystems,,,"Aug 31, 2021",2.0,"1,405",Medium,Active,,,,,3,
